yisuv name,yisuv id,קלפי,rikuz,מצביעים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ2,ק,קי,קך,קנ,קץ,רז,שס,ת,
מודיעיןמכביםרעות,1200,104,103,303,303,17,1,8,4,0,0,0,0,0,0,8,0,1,0,0,0,65,0,11,42,20,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,1,0,
מודיעיןמכביםרעות,1200,105,103,393,393,41,1,4,0,0,1,0,0,0,0,8,0,0,0,0,0,93,0,10,39,27,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,
מודיעיןמכביםרעות,1200,106,102,454,454,28,1,6,0,0,0,0,0,0,0,16,0,2,0,0,0,94,0,12,73,22,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,2,0,
מודיעיןמכביםרעות,1200,107,102,344,344,22,0,7,2,1,0,0,0,0,0,3,0,1,0,0,0,72,0,5,66,23,0,0,0,0,0,0,1,140,0,0,0,0,0,0,0,0,0,1,0,
מודיעיןמכביםרעות,1200,109,24,416,414,30,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,79,0,14,55,28,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,2,0,2,0,
מודיעיןמכביםרעות,1200,110,103,324,324,25,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,88,0,5,37,24,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,1,0,
מודיעיןמכביםרעות,1200,111,103,346,345,35,1,5,0,0,1,0,0,0,0,10,0,0,0,0,0,79,0,14,28,19,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,1,0,
מודיעיןמכביםרעות,1200,112,102,328,328,25,0,10,0,0,2,0,0,0,0,5,0,0,0,0,0,73,0,5,55,29,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,1,0,
מודיעיןמכביםרעות,1200,113.1,104,392,392,45,0,7,2,0,1,0,0,0,0,11,0,0,0,0,0,75,0,18,41,37,0,0,0,0,0,0,1,151,0,0,0,0,0,0,0,1,0,2,0,
מודיעיןמכביםרעות,1200,113.2,104,416,416,26,2,4,0,0,1,0,0,0,0,4,0,0,0,0,0,85,0,15,36,25,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,1,0,1,0,
מודיעיןמכביםרעות,1200,113.3,104,419,419,32,1,3,0,0,3,0,0,0,0,7,0,0,0,0,0,64,0,17,37,38,0,0,0,0,0,0,0,215,0,1,0,0,0,0,0,1,0,0,0,
מודיעיןמכביםרעות,1200,113.4,104,404,403,38,0,4,1,0,0,0,0,0,0,9,0,3,0,0,0,68,0,9,31,31,0,0,0,0,0,0,2,204,1,0,0,0,0,0,0,0,0,2,0,
מודיעיןמכביםרעות,1200,114,24,336,335,26,0,6,1,0,0,0,0,0,0,17,0,0,0,0,0,60,0,7,65,24,0,0,0,0,0,0,0,127,0,1,0,0,0,0,0,0,0,1,0,
מולדת,269,1,3,306,306,26,1,2,0,0,0,0,0,0,0,15,0,0,0,0,0,77,0,7,24,17,0,0,0,0,0,0,0,135,0,1,0,0,0,0,0,0,0,1,0,
מולדת,269,2,3,299,298,41,1,1,2,0,0,0,0,0,0,12,0,0,0,0,0,58,0,0,19,19,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,2,0,1,0,
מוצא עילית,208,1.1,5,274,269,22,0,2,0,2,0,0,0,0,0,14,1,1,0,0,0,39,0,8,52,24,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,4,2,
מוצא עילית,208,1.2,5,278,278,22,0,4,1,0,4,0,0,0,0,14,0,1,0,0,0,45,0,5,57,30,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,2,0,
מוצא עילית,208,2,2,300,300,29,0,2,0,1,4,0,0,0,0,11,0,0,0,0,0,51,0,1,37,51,0,0,0,0,1,0,0,108,0,0,0,0,0,0,0,2,0,2,0,
מוקייבלה,635,1.1,1,225,222,1,0,0,0,48,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,1,0,
מוקייבלה,635,1.2,1,260,255,0,0,0,0,47,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,143,3,0,0,0,0,1,0,0,0,0,0,0,
מוקייבלה,635,4.1,2,218,216,0,0,0,0,38,126,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,
מוקייבלה,635,4.2,2,220,217,9,0,0,0,17,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,
מוקייבלה,635,4.3,2,205,202,0,0,0,0,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,0,0,1,
מורן,1163,1,1,282,281,36,1,0,0,0,0,0,0,0,0,13,0,4,0,0,0,40,0,3,25,22,0,0,0,0,0,0,0,134,0,1,0,0,0,0,0,1,0,1,0,
מורשת,1178,1,2,380,379,3,1,63,1,0,0,0,0,0,0,205,0,0,0,0,0,20,0,1,67,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,12,0,
מורשת,1178,2,2,425,425,3,0,69,2,0,0,0,0,0,0,240,0,0,0,0,0,25,0,1,72,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,7,0,
מזור,606,2.1,1,307,306,25,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,56,0,5,26,22,0,0,0,0,0,0,1,155,0,0,0,0,0,0,0,2,0,1,0,
מזור,606,2.2,1,301,299,20,2,1,0,0,1,0,0,0,0,5,0,0,0,0,0,53,0,7,32,19,0,0,0,0,0,0,2,154,0,0,0,0,0,0,1,2,0,0,0,
מזכרת בתיה,28,1,6,456,454,24,1,6,1,0,1,0,0,0,0,39,0,3,0,0,0,79,0,7,128,14,0,0,0,0,0,0,0,129,0,1,0,0,0,0,0,1,0,20,0,
מזכרת בתיה,28,2,5,324,324,14,0,3,1,0,0,0,0,0,0,27,0,2,0,0,0,71,0,5,88,9,0,0,0,0,0,0,1,94,0,1,0,0,0,0,0,1,0,7,0,
מזכרת בתיה,28,3,3,478,477,28,5,18,1,0,0,0,0,0,0,51,0,1,0,0,0,88,0,13,109,12,0,0,0,0,0,0,0,138,1,1,0,0,0,0,0,1,0,10,0,
מזכרת בתיה,28,4,3,493,493,25,0,7,2,0,1,0,0,0,0,28,0,1,0,0,0,83,0,7,111,26,0,0,0,2,0,0,0,187,0,1,0,0,1,0,0,4,0,7,0,
מזכרת בתיה,28,6,5,519,517,42,3,10,3,0,2,0,0,0,0,42,0,0,0,0,0,80,0,12,91,29,0,0,0,0,0,0,0,187,0,1,0,0,0,0,0,4,0,11,0,
מזכרת בתיה,28,7.1,1,415,414,23,1,8,2,0,0,0,0,0,0,36,0,1,0,0,0,53,1,4,124,27,0,0,0,0,0,0,0,119,0,1,0,0,0,0,0,0,0,14,0,
מזכרת בתיה,28,7.2,1,437,436,25,1,6,3,0,1,0,0,0,0,38,0,0,0,0,0,69,0,6,107,30,0,0,0,0,0,0,0,128,0,2,0,0,0,0,0,3,0,17,0,
מזכרת בתיה,28,7.3,1,450,448,20,0,6,0,0,0,0,0,0,0,39,0,2,0,0,0,80,0,13,119,17,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,10,0,
מזכרת בתיה,28,9,6,523,522,33,3,5,1,0,1,0,0,0,0,38,0,6,0,0,0,89,0,18,117,17,0,0,0,0,0,0,2,175,0,2,0,0,0,0,0,2,0,13,0,
מזכרת בתיה,28,10,5,426,423,14,2,4,3,0,0,0,0,0,0,62,0,3,0,0,0,48,0,10,184,6,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,22,0,
מזכרת בתיה,28,11,5,399,397,40,1,17,2,0,1,0,0,0,0,21,0,1,0,0,0,69,0,6,80,19,0,0,0,0,0,0,1,122,0,0,0,0,0,0,1,3,0,13,0,
מזכרת בתיה,28,12,6,440,440,28,1,8,0,0,0,0,0,0,0,34,0,0,0,0,0,80,0,0,110,12,0,0,0,0,0,0,0,155,0,1,0,0,0,0,0,3,0,8,0,
מזכרת בתיה,28,13,3,550,548,36,1,14,2,0,0,0,0,0,0,63,0,4,0,0,0,105,0,8,146,9,0,0,0,0,0,0,0,134,0,3,0,0,0,0,1,1,0,21,0,
מזכרת בתיה,28,16,3,530,526,29,3,20,0,0,0,0,1,0,0,70,0,3,0,0,0,107,0,13,116,18,0,0,0,0,0,0,0,136,0,0,0,0,0,1,0,1,0,8,0,
מזכרת בתיה,28,17,3,496,496,23,4,23,3,0,1,0,0,0,0,61,1,3,0,0,0,95,0,16,124,11,0,0,0,0,0,0,0,122,0,1,0,0,0,0,0,2,0,6,0,
מזכרת בתיה,28,18.1,7,527,525,16,6,22,3,0,0,0,0,0,0,61,0,2,0,0,0,84,0,7,164,4,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,1,0,26,0,
מזכרת בתיה,28,18.2,7,519,519,23,3,14,0,0,0,0,0,0,0,60,0,3,0,0,0,99,0,15,136,7,0,1,0,0,0,0,0,147,0,3,0,2,0,0,0,1,0,5,0,
מזכרת בתיה,28,18.3,7,528,524,19,3,11,1,0,0,0,0,0,0,52,0,2,0,0,0,74,0,10,126,9,0,0,0,0,0,0,0,193,0,2,0,0,0,0,0,1,0,21,0,
מזרע,104,1.1,1,244,244,32,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,40,1,6,7,55,0,0,0,0,1,0,0,94,1,0,0,0,0,0,0,0,0,0,0,
מזרע,104,1.2,1,245,245,47,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,27,0,5,8,68,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1,0,0,0,
מזרעה,517,1,5,421,413,1,0,0,0,107,186,0,0,0,0,1,0,0,1,0,0,1,0,0,4,5,0,0,0,0,0,0,103,2,0,0,1,0,1,0,0,0,0,0,0,
מזרעה,517,2,6,387,382,0,1,0,0,99,136,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,133,2,1,0,0,0,0,1,0,0,0,0,0,
מזרעה,517,3,5,357,355,0,0,0,0,133,135,0,0,0,0,3,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,1,72,3,0,0,0,0,0,0,0,0,0,1,0,
מזרעה,517,4,6,397,397,0,0,0,0,86,112,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,180,8,0,0,1,0,0,0,0,0,0,1,0,
מזרעה,517,5,5,393,392,1,0,0,0,133,167,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,77,2,0,0,0,0,0,0,0,1,0,0,0,
מחולה,3599,1,1,288,287,0,0,57,0,0,0,0,0,0,0,149,0,1,0,0,0,11,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,
מחנה הילה,1411,1,1,106,106,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,29,0,3,8,5,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,
מחנה טלי,1418,1,1,81,80,5,1,3,0,0,0,0,0,0,0,16,0,0,0,0,0,11,0,1,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,
מחנה יהודית,1413,1,1,97,97,5,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,20,0,1,27,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,
מחנה יוכבד,1416,1,1,57,57,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,1,17,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,1,0,
מחנה יפה,1415,1,1,120,120,9,1,2,0,0,0,0,0,0,0,14,0,0,0,0,0,32,0,4,30,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,
מחנה מרים,1414,1,1,48,48,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,11,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,
מחנה תל נוף,1412,1,1,111,111,7,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,33,0,0,26,2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,
מחניים,308,1,1,406,405,70,2,4,2,0,3,0,0,0,0,31,0,1,0,0,0,52,0,9,85,26,0,0,0,0,0,0,0,111,1,2,0,0,0,0,0,3,0,3,0,
מחסיה,776,1,1,255,254,1,0,2,10,0,0,0,0,0,0,56,0,0,0,0,0,22,0,3,101,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,53,0,
מטולה,43,2.1,2,278,276,20,1,2,0,0,0,0,0,0,0,21,0,2,0,0,0,78,0,5,42,13,0,0,0,0,0,0,0,87,1,1,0,0,0,0,0,0,0,3,0,
מטולה,43,2.2,2,288,286,27,4,8,0,0,0,0,0,0,0,20,0,2,0,0,0,92,0,5,38,19,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,3,0,3,0,
מטולה,43,2.3,2,254,254,23,0,4,1,0,1,0,0,0,0,19,0,2,0,0,0,72,0,14,44,7,0,0,0,0,0,0,0,64,0,0,0,1,0,1,0,1,0,0,0,
מטע,822,1,1,417,417,53,2,11,3,0,6,0,0,0,0,51,0,1,0,0,0,39,0,10,129,22,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,7,0,17,0,
מי עמי,1128,1,1,197,197,28,2,1,0,0,1,0,0,0,0,3,0,1,0,0,0,27,0,5,9,34,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,4,0,1,1,
מיטב,2054,1,1,290,290,2,0,9,3,0,0,0,0,0,0,56,1,2,0,0,0,17,0,1,161,1,0,0,0,0,0,0,3,17,0,2,0,0,0,0,0,0,0,15,0,
מייסר,649,2.1,1,204,204,0,0,0,0,74,93,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,
מייסר,649,2.2,1,223,222,0,0,0,0,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
מייסר,649,2.3,1,172,167,2,0,0,0,63,65,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,
מיצר,4019,1,1,104,103,15,1,4,0,0,1,0,0,0,0,5,0,1,0,0,0,12,0,5,7,7,0,0,0,0,0,0,0,41,0,0,0,0,1,0,0,3,0,0,0,
מירב,1282,1,1,345,345,3,1,35,1,0,0,0,0,0,0,181,0,0,0,1,0,28,0,0,81,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,
מירון,607,1,2,327,327,3,1,19,62,0,0,1,0,0,0,119,0,1,0,0,0,12,0,0,29,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,73,0,
מישר,731,1,1,386,384,32,2,0,1,1,1,0,0,0,0,14,0,0,0,0,0,67,0,9,58,29,0,0,0,0,0,0,1,167,0,0,0,0,0,0,0,1,0,1,0,
מיתר,1268,2.1,2,513,513,24,2,18,4,8,10,0,0,0,0,67,0,2,0,0,0,82,0,8,143,13,0,1,0,0,0,0,6,109,0,0,0,0,0,0,2,0,0,13,1,
מיתר,1268,2.2,2,479,478,23,0,15,3,0,0,0,0,0,0,71,0,0,0,0,0,88,0,11,111,15,0,0,0,0,0,0,1,128,1,0,0,0,0,0,0,1,0,10,0,
מיתר,1268,2.3,2,467,466,28,2,11,2,0,1,0,0,0,0,68,0,1,0,0,0,97,0,10,106,13,0,0,0,0,0,0,1,120,0,3,0,1,0,0,0,1,0,1,0,
מיתר,1268,2.4,2,482,482,27,1,13,0,0,1,0,0,0,0,76,0,0,0,0,0,87,0,11,94,20,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,1,0,7,0,
מיתר,1268,2.5,2,508,506,19,1,17,3,1,0,0,0,0,0,74,0,2,0,0,0,76,0,13,120,19,0,0,0,0,0,0,3,147,0,1,0,0,0,0,0,2,0,7,1,
מיתר,1268,2.6,2,468,465,33,3,4,0,0,3,0,0,0,0,51,0,2,0,0,0,89,0,9,80,19,0,0,0,0,0,0,1,164,0,0,0,0,0,0,0,2,1,4,0,
מיתר,1268,3,1,377,377,17,1,11,2,0,0,0,0,0,0,60,0,3,0,0,0,59,0,2,88,14,0,0,0,0,0,0,0,111,0,0,1,0,0,0,1,0,0,7,0,
מיתר,1268,7,1,435,433,16,5,35,11,0,1,0,0,0,0,115,0,3,0,0,0,61,0,7,82,8,0,0,0,0,0,0,1,79,1,0,0,0,0,0,0,0,0,8,0,
מיתר,1268,8,1,345,345,12,4,5,0,2,0,0,0,0,0,50,0,1,0,0,0,65,0,6,98,13,0,0,0,0,0,0,3,83,0,2,0,0,0,0,0,0,0,1,0,
מיתר,1268,9,1,355,353,8,1,2,1,4,3,0,0,0,0,61,0,0,0,0,0,72,0,5,110,5,0,0,0,0,1,0,1,74,1,0,0,0,0,0,0,0,0,4,0,
מיתר,1268,10,3,533,533,18,2,14,3,0,1,0,0,0,0,149,0,2,0,0,0,83,0,10,140,8,0,0,0,0,0,0,0,91,0,0,0,1,0,0,0,2,0,9,0,
מיתר,1268,11,1,444,443,19,1,13,3,0,0,0,0,0,0,61,0,0,0,0,0,74,0,11,130,9,0,1,0,0,0,0,2,111,0,0,0,0,0,0,0,0,0,8,0,
מיתר,1268,12,3,400,399,11,3,9,1,3,1,0,0,0,0,69,0,1,0,0,0,79,0,9,112,1,0,0,0,0,0,0,0,92,0,1,0,0,0,0,0,3,0,4,0,
מכורה,3614,1,1,95,95,3,3,8,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,9,23,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,
מכחול,1343,1,1,280,277,2,0,0,0,11,16,0,1,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,1,0,0,0,209,23,0,0,0,0,0,0,0,0,0,1,2,
מכמורת,382,1,1,313,313,31,0,4,2,1,3,0,0,0,0,6,0,0,0,0,0,58,0,7,13,30,0,0,0,0,0,0,1,152,0,0,0,0,0,0,0,5,0,0,0,
מכמורת,382,2,1,430,429,43,1,5,1,0,1,0,0,0,0,7,0,0,0,0,0,85,0,16,20,54,0,0,0,0,0,0,0,188,1,1,0,1,0,0,0,4,0,1,0,
מכמנים,1202,1,1,278,277,22,2,2,0,0,3,0,0,0,0,7,0,2,0,0,0,44,0,6,32,29,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,7,0,1,0,
מלאה,164,1,1,215,215,3,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,18,0,0,111,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,27,1,
מלילות,2044,1,1,244,243,2,0,0,4,0,0,0,0,0,0,42,0,1,0,0,0,5,0,0,153,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,29,1,
מלכיה,596,1,1,251,248,70,1,1,0,0,1,0,0,0,0,8,0,0,0,0,0,38,0,4,15,18,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,1,0,2,0,
מנוחה,2030,1,2,367,366,1,0,5,6,0,0,0,0,0,0,96,0,0,0,0,0,16,0,1,175,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,54,0,
מנוף,1174,1,1,459,458,54,0,2,1,0,2,0,0,0,0,5,0,2,0,0,0,64,0,16,19,56,0,0,0,0,1,0,3,229,0,0,0,0,0,0,0,4,0,0,0,
מנות,1205,1,1,274,270,4,2,8,2,0,0,0,0,0,0,43,0,2,0,0,0,30,0,5,129,3,0,0,0,0,0,0,0,25,0,2,0,1,0,0,0,1,0,13,0,
מנחמיה,48,1,1,354,352,11,1,1,6,0,0,0,0,0,0,69,0,0,0,0,0,31,0,3,160,1,0,1,0,0,0,0,0,49,1,0,0,1,0,0,0,0,0,17,0,
מנחמיה,48,2,1,264,263,10,3,4,4,0,0,0,0,0,0,40,0,2,0,0,1,33,0,10,102,3,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,2,0,7,0,
מנרה,347,1,1,139,139,44,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,26,1,4,6,7,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,1,0,0,1,
מנשית זבדה,994,1,1,255,253,1,0,0,0,25,35,0,0,0,1,0,0,0,0,0,0,1,0,1,7,3,0,0,0,0,0,0,175,2,0,0,1,0,1,0,0,0,0,0,0,
מנשית זבדה,994,2,1,238,236,5,0,0,0,16,28,0,0,0,0,0,0,0,0,0,0,3,1,0,5,2,0,0,0,0,0,0,171,1,0,0,0,0,0,0,2,1,0,1,0,
מסד,1258,1,1,284,284,56,3,4,0,0,1,0,0,0,0,20,0,7,0,0,0,55,0,5,23,17,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,1,0,3,0,
מסדה,263,1,1,178,178,29,1,1,0,1,2,0,0,0,0,8,0,0,0,0,0,53,0,4,9,11,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,6,0,2,0,
מסילות,298,1,1,281,279,28,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,52,0,9,18,56,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,2,0,0,0,
מסילת ציון,742,1.1,1,284,284,27,0,6,1,0,0,0,0,0,0,31,0,1,0,0,0,53,0,3,54,21,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,2,0,15,0,
מסילת ציון,742,1.2,1,295,295,22,2,3,1,0,2,0,0,0,0,22,1,2,0,0,0,49,0,8,45,31,0,0,0,0,0,0,0,95,1,0,0,0,0,0,0,2,0,9,0,
מסלול,748,1,1,409,409,19,2,5,5,0,1,0,0,0,0,75,0,2,0,0,0,46,0,3,171,2,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,3,0,34,0,
מסעדה,4203,1,6,104,101,1,0,1,0,0,2,40,0,0,0,5,0,0,0,0,0,11,0,12,13,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,1,
מסעודין אלעזאזמה,939,1,2,201,197,2,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,
מסעודין אלעזאזמה,939,6,2,324,323,1,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,289,1,0,0,0,0,1,1,0,0,0,1,1,
מסעודין אלעזאזמה,939,11.1,4,321,321,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,287,0,1,0,0,0,0,1,1,0,0,1,1,
מסעודין אלעזאזמה,939,11.2,4,287,283,0,0,0,0,3,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,242,0,0,1,0,0,3,0,0,2,0,0,1,
מסעודין אלעזאזמה,939,12.1,1,291,290,1,0,0,0,6,20,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,1,0,252,1,0,0,0,0,0,0,0,1,0,0,0,
מסעודין אלעזאזמה,939,12.2,1,229,229,0,0,0,0,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,
מסעודין אלעזאזמה,939,12.3,1,271,267,2,0,0,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,238,0,0,3,0,0,1,0,0,0,0,0,2,
מסעודין אלעזאזמה,939,13.1,3,237,237,0,0,0,0,6,18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,205,1,0,0,0,2,0,1,0,1,0,0,1,
מסעודין אלעזאזמה,939,13.2,3,283,279,0,0,0,0,4,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,243,1,0,0,0,0,0,1,0,1,1,0,0,
מסעודין אלעזאזמה,939,13.3,3,308,307,0,0,0,0,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,266,0,0,0,0,0,0,1,0,1,0,0,1,
מסעודין אלעזאזמה,939,13.4,3,302,301,1,0,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,270,1,0,0,0,0,0,0,0,1,0,1,0,
מסעודין אלעזאזמה,939,13.5,3,311,308,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,266,0,0,0,0,0,1,0,0,0,0,0,0,
מסעודין אלעזאזמה,939,13.6,3,273,272,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,1,0,0,1,
מסעודין אלעזאזמה,939,13.7,3,320,315,1,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,285,0,1,1,0,0,1,0,0,0,0,1,0,
מעברות,197,1,1,293,293,38,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,43,0,1,8,101,0,0,0,0,0,0,0,92,0,0,0,1,0,0,0,3,0,0,0,
מעברות,197,2,1,258,256,43,0,1,3,0,2,0,0,0,0,3,1,0,0,0,0,37,0,1,6,67,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,0,
מעגלים,1082,1.1,1,445,444,1,1,8,2,0,0,0,0,0,0,139,0,1,0,0,0,9,0,2,210,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,64,0,
מעגלים,1082,1.2,1,441,441,1,0,5,4,0,0,0,0,0,0,125,0,0,0,0,0,13,0,0,203,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,0,81,0,
מעגן,678,1,3,214,211,19,0,3,0,0,0,1,0,0,0,9,0,0,0,0,0,57,0,4,31,8,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,2,0,4,0,
מעגן מיכאל,694,1,1,376,374,107,0,1,0,1,3,0,0,0,0,5,0,0,0,0,0,43,0,5,17,52,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,3,0,4,0,
מעגן מיכאל,694,2,1,363,363,99,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,42,0,5,12,60,0,1,0,0,0,0,0,128,0,0,2,0,0,0,0,8,0,0,1,
מעגן מיכאל,694,3,1,366,363,85,0,2,1,0,3,0,0,0,0,8,1,2,0,0,0,47,0,4,15,55,0,0,0,0,0,0,0,131,0,0,0,1,0,0,0,8,0,0,0,
מעוז חיים,272,1,1,303,303,65,1,6,0,0,0,0,0,0,0,14,0,1,0,0,0,51,0,4,17,18,0,0,0,0,0,0,0,119,1,1,0,1,0,0,0,4,0,0,0,
מעון,3657,1,1,228,228,0,0,9,2,0,0,0,0,0,0,205,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
מעונה,570,1,1,482,480,18,0,0,0,0,0,0,0,0,0,63,0,4,0,0,0,67,0,6,200,9,0,0,0,0,0,0,0,80,0,1,0,0,0,1,0,2,0,29,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
